,sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
2057,894,one-to-one,dn_967,ngm_1005,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.22619639573054076
2058,894,one-to-one,dn_967,ngm_1005,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2059,894,one-to-one,dn_967,ngm_1005,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
2060,894,one-to-one,dn_967,ngm_1005,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
2061,894,one-to-one,dn_967,ngm_1005,Ippolita,Ippolita,PRON,NOUN,obj,nmod,explicit_ref_only,
2062,895,one-to-many,dn_968,ngm_1006 ngm_1007 ngm_1008 ngm_1009 ngm_1010,Giorgio,Giorgio,PRON,NOUN,obj,obj,explicit_ref_case,
2063,895,one-to-many,dn_968,ngm_1006 ngm_1007 ngm_1008 ngm_1009 ngm_1010,Giorgio,Giorgio,PRON,NOUN,obj,obj,explicit_ref_case,
2064,895,one-to-many,dn_968,ngm_1006 ngm_1007 ngm_1008 ngm_1009 ngm_1010,Giorgio,Giorgio,PRON,NOUN,obj,nmod,explicit_ref_only,
2065,895,one-to-many,dn_968,ngm_1006 ngm_1007 ngm_1008 ngm_1009 ngm_1010,MISSING,Giorgio,MISSING,NOUN,MISSING,nmod,leftover_target,
2066,895,one-to-many,dn_968,ngm_1006 ngm_1007 ngm_1008 ngm_1009 ngm_1010,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2067,895,one-to-many,dn_968,ngm_1006 ngm_1007 ngm_1008 ngm_1009 ngm_1010,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2068,895,one-to-many,dn_968,ngm_1006 ngm_1007 ngm_1008 ngm_1009 ngm_1010,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
2069,895,one-to-many,dn_968,ngm_1006 ngm_1007 ngm_1008 ngm_1009 ngm_1010,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.22544103495499718
2070,895,one-to-many,dn_968,ngm_1006 ngm_1007 ngm_1008 ngm_1009 ngm_1010,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.28312771498783257
2071,895,one-to-many,dn_968,ngm_1006 ngm_1007 ngm_1008 ngm_1009 ngm_1010,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.6184109318815144
2072,895,one-to-many,dn_968,ngm_1006 ngm_1007 ngm_1008 ngm_1009 ngm_1010,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2073,895,one-to-many,dn_968,ngm_1006 ngm_1007 ngm_1008 ngm_1009 ngm_1010,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
2074,895,one-to-many,dn_968,ngm_1006 ngm_1007 ngm_1008 ngm_1009 ngm_1010,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
2075,896,one-to-one,dn_969,ngm_1011,Giorgio Ippolita,Giorgio Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2076,896,one-to-one,dn_969,ngm_1011,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2077,897,one-to-many,dn_970,ngm_1012 ngm_1013,Giorgio,Giorgio,NOUN,NOUN,nmod,nmod,explicit_full,
2078,897,one-to-many,dn_970,ngm_1012 ngm_1013,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
2079,897,one-to-many,dn_970,ngm_1012 ngm_1013,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2080,897,one-to-many,dn_970,ngm_1012 ngm_1013,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
2081,897,one-to-many,dn_970,ngm_1012 ngm_1013,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2082,897,one-to-many,dn_970,ngm_1012 ngm_1013,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
2083,898,one-to-many,dn_971,ngm_1014 ngm_1015 ngm_1016,Giorgio,Giorgio,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
2084,898,one-to-many,dn_971,ngm_1014 ngm_1015 ngm_1016,MISSING,Giorgio,MISSING,DET,MISSING,nmod,leftover_target,
2085,898,one-to-many,dn_971,ngm_1014 ngm_1015 ngm_1016,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2086,898,one-to-many,dn_971,ngm_1014 ngm_1015 ngm_1016,Giorgio Ippolita,Giorgio Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2087,898,one-to-many,dn_971,ngm_1014 ngm_1015 ngm_1016,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
2088,898,one-to-many,dn_971,ngm_1014 ngm_1015 ngm_1016,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
2089,898,one-to-many,dn_971,ngm_1014 ngm_1015 ngm_1016,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
2090,898,one-to-many,dn_971,ngm_1014 ngm_1015 ngm_1016,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2091,899,one-to-many,dn_972,ngm_1017 ngm_1018,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2092,899,one-to-many,dn_972,ngm_1017 ngm_1018,Ippolita,MISSING,PRON,MISSING,nmod,MISSING,leftover_source,
2093,899,one-to-many,dn_972,ngm_1017 ngm_1018,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2094,899,one-to-many,dn_972,ngm_1017 ngm_1018,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2095,901,one-to-many,dn_974,ngm_1020 ngm_1021,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2096,901,one-to-many,dn_974,ngm_1020 ngm_1021,Giorgio Ippolita,Giorgio Ippolita,PRON-REFLEX,NOUN,obj,obj,reflex_obj,
2097,902,one-to-one,dn_975,ngm_1022,Giorgio,Giorgio,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
2098,902,one-to-one,dn_975,ngm_1022,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
2099,902,one-to-one,dn_975,ngm_1022,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
2100,903,one-to-one,dn_976,ngm_1023,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,obj,obj,explicit_full,
2101,903,one-to-one,dn_976,ngm_1023,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2102,905,many-to-one,dn_978 dn_979,ngm_1025,Giorgio Ippolita,Giorgio Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
2103,905,many-to-one,dn_978 dn_979,ngm_1025,Giorgio Ippolita,Giorgio Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
2104,905,many-to-one,dn_978 dn_979,ngm_1025,Giorgio Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
2105,906,one-to-many,dn_980,ngm_1026 ngm_1027,Giorgio,Giorgio,PRON,NOUN,obj,obj,explicit_ref_case,
2106,906,one-to-many,dn_980,ngm_1026 ngm_1027,Giorgio,Giorgio,PRON,NOUN,obj,obj,explicit_ref_case,
2107,906,one-to-many,dn_980,ngm_1026 ngm_1027,Giorgio,Giorgio,DET,NOUN,nmod,nmod,explicit_ref_case,
2108,906,one-to-many,dn_980,ngm_1026 ngm_1027,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2109,906,one-to-many,dn_980,ngm_1026 ngm_1027,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2110,906,one-to-many,dn_980,ngm_1026 ngm_1027,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
2111,906,one-to-many,dn_980,ngm_1026 ngm_1027,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2112,907,one-to-many,dn_981,ngm_1028 ngm_1029,Giorgio,Giorgio,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
2113,907,one-to-many,dn_981,ngm_1028 ngm_1029,Giorgio,Giorgio,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
2114,907,one-to-many,dn_981,ngm_1028 ngm_1029,Giorgio,Giorgio,PRON,NOUN,obj,nmod,explicit_ref_only,
2115,907,one-to-many,dn_981,ngm_1028 ngm_1029,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2116,907,one-to-many,dn_981,ngm_1028 ngm_1029,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
2117,907,one-to-many,dn_981,ngm_1028 ngm_1029,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2118,908,one-to-many,dn_982,ngm_1030 ngm_1031 ngm_1032,Giorgio,Giorgio,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
2119,908,one-to-many,dn_982,ngm_1030 ngm_1031 ngm_1032,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2639044051925754
2120,908,one-to-many,dn_982,ngm_1030 ngm_1031 ngm_1032,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.20266269786948388
2121,908,one-to-many,dn_982,ngm_1030 ngm_1031 ngm_1032,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
2122,908,one-to-many,dn_982,ngm_1030 ngm_1031 ngm_1032,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
2123,908,one-to-many,dn_982,ngm_1030 ngm_1031 ngm_1032,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
2124,909,one-to-one,dn_983,ngm_1033,Giorgio,Giorgio,DET,NOUN,nmod,obj,explicit_ref_only,
2125,909,one-to-one,dn_983,ngm_1033,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2126,909,one-to-one,dn_983,ngm_1033,Ippolita,Ippolita,NOUN,NOUN,pred,pred,explicit_full,
2127,910,one-to-one,dn_984,ngm_1034,Giorgio,Giorgio,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
2128,910,one-to-one,dn_984,ngm_1034,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
2129,910,one-to-one,dn_984,ngm_1034,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2130,910,one-to-one,dn_984,ngm_1034,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2131,910,one-to-one,dn_984,ngm_1034,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
2132,911,one-to-many,dn_985,ngm_1035 ngm_1036,Giorgio,Giorgio,PRON,NOUN,obj,obj,explicit_ref_case,
2133,911,one-to-many,dn_985,ngm_1035 ngm_1036,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2134,912,one-to-one,dn_986,ngm_1037,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
2135,912,one-to-one,dn_986,ngm_1037,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2136,912,one-to-one,dn_986,ngm_1037,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2137,912,one-to-one,dn_986,ngm_1037,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2138,912,one-to-one,dn_986,ngm_1037,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2139,913,one-to-one,dn_987,ngm_1038,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2140,914,one-to-one,dn_988,ngm_1039,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
2141,914,one-to-one,dn_988,ngm_1039,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2142,915,one-to-one,dn_989,ngm_1040,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
2143,916,one-to-one,dn_990,ngm_1041,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2144,917,one-to-many,dn_991,ngm_1042 ngm_1043,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
2145,917,one-to-many,dn_991,ngm_1042 ngm_1043,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nsubj,leftover_target,
2146,917,one-to-many,dn_991,ngm_1042 ngm_1043,MISSING,Giorgio Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
2147,917,one-to-many,dn_991,ngm_1042 ngm_1043,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,obj,leftover_target,
2148,918,one-to-many,dn_992,ngm_1044 ngm_1045 ngm_1046,Giorgio Ippolita,Giorgio Ippolita,DET,NOUN,nmod,nsubj,explicit_ref_only,
2149,918,one-to-many,dn_992,ngm_1044 ngm_1045 ngm_1046,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.41491029676401825
2150,918,one-to-many,dn_992,ngm_1044 ngm_1045 ngm_1046,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.15240497656078944
2151,918,one-to-many,dn_992,ngm_1044 ngm_1045 ngm_1046,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.15834274584007965
2152,918,one-to-many,dn_992,ngm_1044 ngm_1045 ngm_1046,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3533489570639703
2153,918,one-to-many,dn_992,ngm_1044 ngm_1045 ngm_1046,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2154,918,one-to-many,dn_992,ngm_1044 ngm_1045 ngm_1046,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2155,918,one-to-many,dn_992,ngm_1044 ngm_1045 ngm_1046,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2156,918,one-to-many,dn_992,ngm_1044 ngm_1045 ngm_1046,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2157,918,one-to-many,dn_992,ngm_1044 ngm_1045 ngm_1046,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2158,918,one-to-many,dn_992,ngm_1044 ngm_1045 ngm_1046,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2159,919,one-to-one,dn_993,ngm_1047,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2160,919,one-to-one,dn_993,ngm_1047,Giorgio Ippolita,Giorgio Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
2161,919,one-to-one,dn_993,ngm_1047,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3992086263898188
2162,919,one-to-one,dn_993,ngm_1047,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2163,919,one-to-one,dn_993,ngm_1047,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2164,919,one-to-one,dn_993,ngm_1047,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2165,919,one-to-one,dn_993,ngm_1047,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2166,920,one-to-one,dn_994,ngm_1048,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
2167,920,one-to-one,dn_994,ngm_1048,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nsubj,leftover_target,
2168,921,one-to-one,dn_995,ngm_1049,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
2169,921,one-to-one,dn_995,ngm_1049,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2170,922,one-to-one,dn_996,ngm_1050,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.0785251058863871
2171,922,one-to-one,dn_996,ngm_1050,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3344723906882283
2172,922,one-to-one,dn_996,ngm_1050,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2173,922,one-to-one,dn_996,ngm_1050,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
2174,923,one-to-one,dn_997,ngm_1051,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
2175,923,one-to-one,dn_997,ngm_1051,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
2176,923,one-to-one,dn_997,ngm_1051,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2177,923,one-to-one,dn_997,ngm_1051,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
2178,924,one-to-one,dn_998,ngm_1052,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2179,925,one-to-one,dn_999,ngm_1053,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2180,926,one-to-one,dn_1000,ngm_1054,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2181,926,one-to-one,dn_1000,ngm_1054,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
2182,926,one-to-one,dn_1000,ngm_1054,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
2183,927,one-to-one,dn_1001,ngm_1055,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
2184,927,one-to-one,dn_1001,ngm_1055,Ippolita,Ippolita,PRON,DET,obj,nmod,explicit_ref_only,
2185,928,one-to-one,dn_1002,ngm_1056,Giorgio,Giorgio,PRON,NOUN,obj,nmod,explicit_ref_only,
2186,928,one-to-one,dn_1002,ngm_1056,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2187,929,one-to-one,dn_1003,ngm_1057,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2188,930,one-to-one,dn_1004,ngm_1058,Giorgio,Giorgio,PRON,PRON,nsubj,nmod,explicit_ref_pos,
2189,931,one-to-one,dn_1005,ngm_1059,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
2190,931,one-to-one,dn_1005,ngm_1059,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
2191,931,one-to-one,dn_1005,ngm_1059,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
2192,932,one-to-one,dn_1006,ngm_1060,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
2193,932,one-to-one,dn_1006,ngm_1060,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2194,932,one-to-one,dn_1006,ngm_1060,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.5185362980896685
2195,932,one-to-one,dn_1006,ngm_1060,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.16014507012206966
2196,932,one-to-one,dn_1006,ngm_1060,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2197,932,one-to-one,dn_1006,ngm_1060,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
2198,933,many-to-one,dn_1007 dn_1008,ngm_1061,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
2199,933,many-to-one,dn_1007 dn_1008,ngm_1061,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2200,933,many-to-one,dn_1007 dn_1008,ngm_1061,Ippolita,Ippolita,PRON,PRON,nmod,nmod,explicit_full,
2201,933,many-to-one,dn_1007 dn_1008,ngm_1061,Ippolita,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
2202,933,many-to-one,dn_1007 dn_1008,ngm_1061,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2203,934,one-to-many,dn_1009,ngm_1062 ngm_1063,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
2204,935,one-to-one,dn_1010,ngm_1064,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
2205,935,one-to-one,dn_1010,ngm_1064,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2206,935,one-to-one,dn_1010,ngm_1064,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2207,936,many-to-one,dn_1011 dn_1012,ngm_1065,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,obj,obj,explicit_full,
2208,936,many-to-one,dn_1011 dn_1012,ngm_1065,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
2209,936,many-to-one,dn_1011 dn_1012,ngm_1065,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2210,936,many-to-one,dn_1011 dn_1012,ngm_1065,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nsubj,leftover_target,
2211,937,one-to-one,dn_1013,ngm_1066,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2212,937,one-to-one,dn_1013,ngm_1066,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2213,938,one-to-one,dn_1014,ngm_1067,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4380555149345171
2214,938,one-to-one,dn_1014,ngm_1067,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.28629074323745
2215,938,one-to-one,dn_1014,ngm_1067,Giorgio Ippolita,Giorgio Ippolita,PRON-REFLEX,NOUN,obj,obj,reflex_obj,
2216,938,one-to-one,dn_1014,ngm_1067,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,obj,leftover_target,
2217,939,one-to-one,dn_1015,ngm_1068,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2218,939,one-to-one,dn_1015,ngm_1068,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2219,939,one-to-one,dn_1015,ngm_1068,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2220,940,one-to-one,dn_1016,ngm_1069,Giorgio,Giorgio,PROPN,PROPN,obj,nmod,explicit_ref_pos,
2221,940,one-to-one,dn_1016,ngm_1069,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2222,941,one-to-one,dn_1017,ngm_1070,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
2223,941,one-to-one,dn_1017,ngm_1070,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2503206855720944
2224,941,one-to-one,dn_1017,ngm_1070,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.6551854661844596
2225,941,one-to-one,dn_1017,ngm_1070,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2226,941,one-to-one,dn_1017,ngm_1070,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
2227,941,one-to-one,dn_1017,ngm_1070,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
2228,942,one-to-many,dn_1018,ngm_1071 ngm_1072,Ippolita,Ippolita,PRON,PRON,nmod,nmod,explicit_full,
2229,942,one-to-many,dn_1018,ngm_1071 ngm_1072,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2230,942,one-to-many,dn_1018,ngm_1071 ngm_1072,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2231,944,one-to-one,dn_1020,ngm_1074,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2232,944,one-to-one,dn_1020,ngm_1074,Giorgio Ippolita,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
2233,944,one-to-one,dn_1020,ngm_1074,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2234,945,one-to-one,dn_1021,ngm_1075,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2235,946,one-to-one,dn_1022,ngm_1076,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2236,948,one-to-one,dn_1024,ngm_1078,MISSING,Giorgio,MISSING,NOUN,MISSING,nmod,leftover_target,
2237,948,one-to-one,dn_1024,ngm_1078,Ippolita,Ippolita,PROPN,PRON,nsubj,nsubj,explicit_ref_case,
2238,948,one-to-one,dn_1024,ngm_1078,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2239,949,one-to-one,dn_1025,ngm_1079,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2240,949,one-to-one,dn_1025,ngm_1079,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,obj,leftover_target,
2241,950,one-to-one,dn_1026,ngm_1080,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
2242,950,one-to-one,dn_1026,ngm_1080,UNKNOWN,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2243,951,one-to-one,dn_1027,ngm_1081,Giorgio,Giorgio,PROPN,PROPN,nmod,nmod,explicit_full,
2244,951,one-to-one,dn_1027,ngm_1081,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4843666974112643
2245,951,one-to-one,dn_1027,ngm_1081,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.28962916455431387
2246,951,one-to-one,dn_1027,ngm_1081,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2247,951,one-to-one,dn_1027,ngm_1081,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2248,951,one-to-one,dn_1027,ngm_1081,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
2249,953,one-to-one,dn_1029,ngm_1083,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.15790930202046594
2250,953,one-to-one,dn_1029,ngm_1083,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.06152392265560862
2251,953,one-to-one,dn_1029,ngm_1083,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2252,954,one-to-one,dn_1030,ngm_1084,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
2253,954,one-to-one,dn_1030,ngm_1084,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2254,954,one-to-one,dn_1030,ngm_1084,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2255,954,one-to-one,dn_1030,ngm_1084,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2256,955,one-to-one,dn_1031,ngm_1085,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
